parameter,Estimate,Naive SE,Robust SE,95%L,95%H,t value,pvalue,feature,fold_change,qvalue,neg_log10_pvalue,neg_log10_qvalue
adenoma,-4.394890506678617,4.178765942630988,2.447720847842287,-9.210780097023932,0.4209990836666986,-1.7955031557429424,0.0735289000950949,Bin 1082,-0.7206788883092967,0.6540225355819586,1.1335419305086576,0.1844072869811257
adenoma,-0.8546254956635072,0.9230683158307194,0.4769077552076126,-1.7929412745579465,0.0836902832309322,-1.7920142550239353,0.0740872832661339,Bin 1528,-0.9999999999999994,0.6540225355819586,1.1302563302298583,0.1844072869811257
adenoma,-0.3088972343516698,0.3330009330883341,0.1733402430929401,-0.6499440792298748,0.0321496105265352,-1.7820283901762377,0.0757047499194869,Bin 89,-0.9334295954782476,0.6540225355819586,1.1208768708419816,0.1844072869811257
adenoma,8.718809151582672,2.9792788480619508,4.896282767970797,-0.9146248384263984,18.352243141591742,1.780699678665837,0.0759221352028178,Bin 1565,0.6037116475830457,0.6540225355819586,1.1196315864901183,0.1844072869811257
adenoma,-0.348212944764204,0.3788474762201606,0.1957333995237665,-0.7333183141450118,0.0368924246166036,-1.779016486769408,0.0761982500515,Bin 2274,-0.9999999999999992,0.6540225355819586,1.1180550024360425,0.1844072869811257
adenoma,-0.6175048259701863,0.6720168954059151,0.3472008122835369,-1.3006222570733672,0.0656126051329947,-1.778523563665828,0.0762792659570568,Bin 1998,-0.9999999999999989,0.6540225355819586,1.1175934948648047,0.1844072869811257
adenoma,-34.7564278921316,26.456292871727552,19.547400386512813,-73.21592874685676,3.7030729625935663,-1.7780588316036443,0.0763557130708864,Bin 402,-0.18371637494291718,0.6540225355819586,1.117158462702699,0.1844072869811257
adenoma,-26.08165705880138,17.945499049639913,14.668962539150137,-54.94283379622741,2.7795196786246485,-1.778016474525161,0.0763626838114596,Bin 211,-0.2697234526857594,0.6540225355819586,1.1171188164750063,0.1844072869811257
adenoma,3.482007692207058,1.3557867786606974,1.960264926951976,-0.3748126083386309,7.338827992752748,1.7762944407831889,0.0766465222052226,Bin 1496,0.7560348572296748,0.6540225355819586,1.1155075462414,0.1844072869811257
adenoma,-1.9818990513951815,1.8918603691890936,1.119505068703016,-4.184524735389459,0.2207266325990962,-1.770335040725879,0.0776354723814543,Bin 1342,-0.7042004476829983,0.6540225355819586,1.1099398001395002,0.1844072869811257
